Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q9NXR5|ANR10_HUMAN	Q9NXR5	ANR10_HUMAN	ANKRD10	420	false	false	Homo sapiens	Ankyrin repeat domain-containing protein 10	1:Experimental evidence at protein level	5.48	0.9837	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q9UHI8|ATS1_HUMAN	Q9UHI8	ATS1_HUMAN	ADAMTS1	967	false	false	Homo sapiens	A disintegrin and metalloproteinase with thrombospondin motifs 1	1:Experimental evidence at protein level	2.28	0.9837	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	15C(57.0214), 20C(57.0214), 7C(57.0214)		
sp|Q9UPQ9|TNR6B_HUMAN	Q9UPQ9	TNR6B_HUMAN	TNRC6B	1833	false	false	Homo sapiens	Trinucleotide repeat-containing gene 6B protein	1:Experimental evidence at protein level	0.93	0.9837	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0	13C(57.0214)		
sp|Q9Y259|CHKB_HUMAN	Q9Y259	CHKB_HUMAN	CHKB	395	false	false	Homo sapiens	Choline/ethanolamine kinase	1:Experimental evidence at protein level	4.81	0.9837	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	16C(57.0214), N-term(42.0106)		
sp|Q9Y5X2|SNX8_HUMAN	Q9Y5X2	SNX8_HUMAN	SNX8	465	false	false	Homo sapiens	Sorting nexin-8	1:Experimental evidence at protein level	3.01	0.9837	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	13C(57.0214), 5C(57.0214)		
sp|O00220|TR10A_HUMAN	O00220	TR10A_HUMAN	TNFRSF10A	468	false	false	Homo sapiens	Tumor necrosis factor receptor superfamily member 10A	1:Experimental evidence at protein level	2.78	0.9836	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O15111|IKKA_HUMAN	O15111	IKKA_HUMAN	CHUK	745	false	false	Homo sapiens	Inhibitor of nuclear factor kappa-B kinase subunit alpha	1:Experimental evidence at protein level	1.21	0.9836	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O43638|FOXS1_HUMAN	O43638	FOXS1_HUMAN	FOXS1	330	false	false	Homo sapiens	Forkhead box protein S1	2:Experimental evidence at transcript level	3.33	0.9836	0.9990	0.00000000000000	1	0	1	1	0	1	     0	     0	     0	8C(57.0214)		sp|Q12948|FOXC1_HUMAN, sp|Q99958|FOXC2_HUMAN
sp|O75128|COBL_HUMAN	O75128	COBL_HUMAN	COBL	1261	false	false	Homo sapiens	Protein cordon-bleu	1:Experimental evidence at protein level	1.19	0.9836	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|O94864|ST65G_HUMAN	O94864	ST65G_HUMAN	SUPT7L	414	false	false	Homo sapiens	STAGA complex 65 subunit gamma	1:Experimental evidence at protein level	4.35	0.9836	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|P15954|COX7C_HUMAN	P15954	COX7C_HUMAN	COX7C	63	false	false	Homo sapiens	Cytochrome c oxidase subunit 7C, mitochondrial	1:Experimental evidence at protein level	14.29	0.9836	0.9990	0.00000000000000	1	1	1	6	6	6	     0	     0	     0			
sp|P32298|GRK4_HUMAN	P32298	GRK4_HUMAN	GRK4	578	false	false	Homo sapiens	G protein-coupled receptor kinase 4	1:Experimental evidence at protein level	2.42	0.9836	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|P60033|CD81_HUMAN	P60033	CD81_HUMAN	CD81	236	false	false	Homo sapiens	CD81 antigen	1:Experimental evidence at protein level	6.78	0.9836	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0	4C(57.0214)		
sp|Q8IWB7|WDFY1_HUMAN	Q8IWB7	WDFY1_HUMAN	WDFY1	410	false	false	Homo sapiens	WD repeat and FYVE domain-containing protein 1	1:Experimental evidence at protein level	4.63	0.9836	0.9990	0.00000000000000	1	1	1	3	3	3	     0	     0	     0	10C(57.0214)		
sp|Q8N0Z6|TTC5_HUMAN	Q8N0Z6	TTC5_HUMAN	TTC5	440	false	false	Homo sapiens	Tetratricopeptide repeat protein 5	1:Experimental evidence at protein level	4.09	0.9836	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q8NI60|COQ8A_HUMAN	Q8NI60	COQ8A_HUMAN	COQ8A	647	false	false	Homo sapiens	Atypical kinase COQ8A, mitochondrial	1:Experimental evidence at protein level	1.85	0.9836	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
sp|Q8WXI7|MUC16_HUMAN	Q8WXI7	MUC16_HUMAN	MUC16	14507	false	false	Homo sapiens	Mucin-16	1:Experimental evidence at protein level	0.17	0.9836	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	11C(57.0214)		
sp|Q93100|KPBB_HUMAN	Q93100	KPBB_HUMAN	PHKB	1093	false	false	Homo sapiens	Phosphorylase b kinase regulatory subunit beta	1:Experimental evidence at protein level	1.56	0.9836	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96GM5|SMRD1_HUMAN	Q96GM5	SMRD1_HUMAN	SMARCD1	515	false	false	Homo sapiens	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	1:Experimental evidence at protein level	5.83	0.9836	0.9990	0.00000000000000	2	1	1	5	1	1	     0	     0	     0			
sp|Q9BSY4|CHCH5_HUMAN	Q9BSY4	CHCH5_HUMAN	CHCHD5	110	false	false	Homo sapiens	Coiled-coil-helix-coiled-coil-helix domain-containing protein 5	1:Experimental evidence at protein level	12.73	0.9836	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	6C(57.0214)		
sp|Q9BXJ8|TACAN_HUMAN	Q9BXJ8	TACAN_HUMAN	TMEM120A	343	false	false	Homo sapiens	Ion channel TACAN	1:Experimental evidence at protein level	3.21	0.9836	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	5C(57.0214)		
sp|Q9H6T0|ESRP2_HUMAN	Q9H6T0	ESRP2_HUMAN	ESRP2	727	false	false	Homo sapiens	Epithelial splicing regulatory protein 2	1:Experimental evidence at protein level	3.71	0.9836	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q9HBL8|NMRL1_HUMAN	Q9HBL8	NMRL1_HUMAN	NMRAL1	299	false	false	Homo sapiens	NmrA-like family domain-containing protein 1	1:Experimental evidence at protein level	4.01	0.9836	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	11C(57.0214)		
sp|Q9HC36|MRM3_HUMAN	Q9HC36	MRM3_HUMAN	MRM3	420	false	false	Homo sapiens	rRNA methyltransferase 3, mitochondrial	1:Experimental evidence at protein level	6.19	0.9836	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q9NZJ7|MTCH1_HUMAN	Q9NZJ7	MTCH1_HUMAN	MTCH1	389	false	false	Homo sapiens	Mitochondrial carrier homolog 1	1:Experimental evidence at protein level	2.83	0.9836	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q9UHA2|S18L2_HUMAN	Q9UHA2	S18L2_HUMAN	SS18L2	77	false	false	Homo sapiens	SS18-like protein 2	1:Experimental evidence at protein level	12.99	0.9836	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
sp|Q9Y3E7|CHMP3_HUMAN	Q9Y3E7	CHMP3_HUMAN	CHMP3	222	false	false	Homo sapiens	Charged multivesicular body protein 3	1:Experimental evidence at protein level	4.05	0.9836	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|Q9Y587|AP4S1_HUMAN	Q9Y587	AP4S1_HUMAN	AP4S1	144	false	false	Homo sapiens	AP-4 complex subunit sigma-1	1:Experimental evidence at protein level	6.94	0.9836	0.9990	0.00000000000000	1	1	1	3	3	3	     0	     0	     0			
sp|O43819|SCO2_HUMAN	O43819	SCO2_HUMAN	SCO2	266	false	false	Homo sapiens	Protein SCO2 homolog, mitochondrial	1:Experimental evidence at protein level	3.76	0.9835	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P40123|CAP2_HUMAN	P40123	CAP2_HUMAN	CAP2	477	false	false	Homo sapiens	Adenylyl cyclase-associated protein 2	1:Experimental evidence at protein level	4.82	0.9835	0.9990	0.00000000000000	2	1	1	6	1	1	     0	     0	     0			
sp|P51397|DAP1_HUMAN	P51397	DAP1_HUMAN	DAP	102	false	false	Homo sapiens	Death-associated protein 1	1:Experimental evidence at protein level	12.75	0.9835	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P56277|CMC4_HUMAN	P56277	CMC4_HUMAN	CMC4	68	false	false	Homo sapiens	Cx9C motif-containing protein 4	1:Experimental evidence at protein level	16.18	0.9835	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0	1C(57.0214)		
sp|Q15013|MD2BP_HUMAN	Q15013	MD2BP_HUMAN	MAD2L1BP	274	false	false	Homo sapiens	MAD2L1-binding protein	1:Experimental evidence at protein level	7.66	0.9835	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
sp|Q8IWA4|MFN1_HUMAN	Q8IWA4	MFN1_HUMAN	MFN1	741	false	false	Homo sapiens	Mitofusin-1	1:Experimental evidence at protein level	1.48	0.9835	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q8IWA5|CTL2_HUMAN	Q8IWA5	CTL2_HUMAN	SLC44A2	706	false	false	Homo sapiens	Choline transporter-like protein 2	1:Experimental evidence at protein level	2.69	0.9835	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q8N8R7|AL14E_HUMAN	Q8N8R7	AL14E_HUMAN	ARL14EP	260	false	false	Homo sapiens	ARL14 effector protein	1:Experimental evidence at protein level	6.15	0.9835	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0	1C(57.0214)		
sp|Q9H5V8|CDCP1_HUMAN	Q9H5V8	CDCP1_HUMAN	CDCP1	836	false	false	Homo sapiens	CUB domain-containing protein 1	1:Experimental evidence at protein level	1.91	0.9835	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|Q9NU23|LYRM2_HUMAN	Q9NU23	LYRM2_HUMAN	LYRM2	88	false	false	Homo sapiens	LYR motif-containing protein 2	1:Experimental evidence at protein level	12.50	0.9835	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q9NXE8|CWC25_HUMAN	Q9NXE8	CWC25_HUMAN	CWC25	425	false	false	Homo sapiens	Pre-mRNA-splicing factor CWC25 homolog	1:Experimental evidence at protein level	2.82	0.9835	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|Q9UPZ3|HPS5_HUMAN	Q9UPZ3	HPS5_HUMAN	HPS5	1129	false	false	Homo sapiens	BLOC-2 complex member HPS5	1:Experimental evidence at protein level	2.30	0.9835	0.9990	0.00000000000000	2	2	2	2	2	2	     0	     0	     0	10C(57.0214)		
sp|Q9Y2G5|OFUT2_HUMAN	Q9Y2G5	OFUT2_HUMAN	POFUT2	429	false	false	Homo sapiens	GDP-fucose protein O-fucosyltransferase 2	1:Experimental evidence at protein level	3.26	0.9835	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O00559|RCAS1_HUMAN	O00559	RCAS1_HUMAN	EBAG9	213	false	false	Homo sapiens	Receptor-binding cancer antigen expressed on SiSo cells	1:Experimental evidence at protein level	8.92	0.9834	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O60499|STX10_HUMAN	O60499	STX10_HUMAN	STX10	249	false	false	Homo sapiens	Syntaxin-10	1:Experimental evidence at protein level	10.84	0.9834	0.9990	0.00000000000000	2	1	1	2	1	1	     0	     0	     0			
sp|P07093|GDN_HUMAN	P07093	GDN_HUMAN	SERPINE2	398	false	false	Homo sapiens	Glia-derived nexin	1:Experimental evidence at protein level	4.52	0.9834	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q15345|LRC41_HUMAN	Q15345	LRC41_HUMAN	LRRC41	812	false	false	Homo sapiens	Leucine-rich repeat-containing protein 41	1:Experimental evidence at protein level	1.72	0.9834	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q6P4I2|WDR73_HUMAN	Q6P4I2	WDR73_HUMAN	WDR73	378	false	false	Homo sapiens	WD repeat-containing protein 73	1:Experimental evidence at protein level	4.23	0.9834	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|Q8IWY9|CDAN1_HUMAN	Q8IWY9	CDAN1_HUMAN	CDAN1	1227	false	false	Homo sapiens	Codanin-1	1:Experimental evidence at protein level	0.73	0.9834	0.9990	0.00000000000000	1	1	1	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q8NBJ4|GOLM1_HUMAN	Q8NBJ4	GOLM1_HUMAN	GOLM1	401	false	false	Homo sapiens	Golgi membrane protein 1	1:Experimental evidence at protein level	8.48	0.9834	0.9990	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
sp|Q9NSI2|SLX9_HUMAN	Q9NSI2	SLX9_HUMAN	SLX9	230	false	false	Homo sapiens	Ribosome biogenesis protein SLX9 homolog	1:Experimental evidence at protein level	10.43	0.9834	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O15047|SET1A_HUMAN	O15047	SET1A_HUMAN	SETD1A	1707	false	false	Homo sapiens	Histone-lysine N-methyltransferase SETD1A	1:Experimental evidence at protein level	0.82	0.9833	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|O60504|VINEX_HUMAN	O60504	VINEX_HUMAN	SORBS3	671	false	false	Homo sapiens	Vinexin	1:Experimental evidence at protein level	1.94	0.9833	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q6PK04|CC137_HUMAN	Q6PK04	CC137_HUMAN	CCDC137	289	false	false	Homo sapiens	Coiled-coil domain-containing protein 137	1:Experimental evidence at protein level	4.50	0.9833	0.9990	0.00000000000000	1	1	1	3	3	3	     0	     0	     0			
sp|Q8IWV8|UBR2_HUMAN	Q8IWV8	UBR2_HUMAN	UBR2	1755	false	false	Homo sapiens	E3 ubiquitin-protein ligase UBR2	1:Experimental evidence at protein level	1.94	0.9833	0.9930	0.00414593698176	2	2	2	2	2	2	     0	     0	     0	20C(57.0214)		
sp|Q8N9N8|EIF1A_HUMAN	Q8N9N8	EIF1A_HUMAN	EIF1AD	165	false	false	Homo sapiens	Probable RNA-binding protein EIF1AD	1:Experimental evidence at protein level	9.70	0.9833	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96HI0|SENP5_HUMAN	Q96HI0	SENP5_HUMAN	SENP5	755	false	false	Homo sapiens	Sentrin-specific protease 5	1:Experimental evidence at protein level	2.65	0.9833	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q9NPG4|PCD12_HUMAN	Q9NPG4	PCD12_HUMAN	PCDH12	1184	false	false	Homo sapiens	Protocadherin-12	1:Experimental evidence at protein level	1.10	0.9833	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|O14640|DVL1_HUMAN	O14640	DVL1_HUMAN	DVL1	695	false	false	Homo sapiens	Segment polarity protein dishevelled homolog DVL-1	1:Experimental evidence at protein level	1.73	0.9832	0.9990	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			sp|O14641|DVL2_HUMAN, sp|P54792|DVLP1_HUMAN, sp|Q92997|DVL3_HUMAN
sp|P08263|GSTA1_HUMAN	P08263	GSTA1_HUMAN	GSTA1	222	false	false	Homo sapiens	Glutathione S-transferase A1	1:Experimental evidence at protein level	4.95	0.9832	0.9990	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			sp|P09210|GSTA2_HUMAN
sp|P14621|ACYP2_HUMAN	P14621	ACYP2_HUMAN	ACYP2	99	false	false	Homo sapiens	Acylphosphatase-2	1:Experimental evidence at protein level	13.13	0.9832	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P48426|PI42A_HUMAN	P48426	PI42A_HUMAN	PIP4K2A	406	false	false	Homo sapiens	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	1:Experimental evidence at protein level	3.45	0.9832	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q13286|CLN3_HUMAN	Q13286	CLN3_HUMAN	CLN3	438	false	false	Homo sapiens	Battenin	1:Experimental evidence at protein level	3.42	0.9832	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q13395|TARB1_HUMAN	Q13395	TARB1_HUMAN	TARBP1	1621	false	false	Homo sapiens	Probable methyltransferase TARBP1	1:Experimental evidence at protein level	1.73	0.9832	0.9990	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
sp|Q6ICB0|DESI1_HUMAN	Q6ICB0	DESI1_HUMAN	DESI1	168	false	false	Homo sapiens	Desumoylating isopeptidase 1	1:Experimental evidence at protein level	4.76	0.9832	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q86T03|PP4P1_HUMAN	Q86T03	PP4P1_HUMAN	PIP4P1	277	false	false	Homo sapiens	Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	1:Experimental evidence at protein level	3.97	0.9832	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q9H7Z6|KAT8_HUMAN	Q9H7Z6	KAT8_HUMAN	KAT8	458	false	false	Homo sapiens	Histone acetyltransferase KAT8	1:Experimental evidence at protein level	5.68	0.9832	0.9990	0.00000000000000	2	2	2	2	2	2	     0	     0	     0	15C(57.0214)		
sp|O95208|EPN2_HUMAN	O95208	EPN2_HUMAN	EPN2	641	false	false	Homo sapiens	Epsin-2	1:Experimental evidence at protein level	1.87	0.9831	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q5JUR7|TEX30_HUMAN	Q5JUR7	TEX30_HUMAN	TEX30	227	false	false	Homo sapiens	Testis-expressed protein 30	2:Experimental evidence at transcript level	7.05	0.9831	0.9990	0.00000000000000	1	1	1	2	2	2	     0	     0	     0	14C(57.0214)		
sp|Q92968|PEX13_HUMAN	Q92968	PEX13_HUMAN	PEX13	403	false	false	Homo sapiens	Peroxisomal membrane protein PEX13	1:Experimental evidence at protein level	2.98	0.9831	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q9NZ52|GGA3_HUMAN	Q9NZ52	GGA3_HUMAN	GGA3	723	false	false	Homo sapiens	ADP-ribosylation factor-binding protein GGA3	1:Experimental evidence at protein level	4.43	0.9831	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q9UL26|RB22A_HUMAN	Q9UL26	RB22A_HUMAN	RAB22A	194	false	false	Homo sapiens	Ras-related protein Rab-22A	1:Experimental evidence at protein level	22.16	0.9831	0.9990	0.00000000000000	3	1	1	9	3	3	     0	     0	     0			
sp|O75554|WBP4_HUMAN	O75554	WBP4_HUMAN	WBP4	376	false	false	Homo sapiens	WW domain-binding protein 4	1:Experimental evidence at protein level	4.52	0.9829	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BVK2|ALG8_HUMAN	Q9BVK2	ALG8_HUMAN	ALG8	526	false	false	Homo sapiens	Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase	1:Experimental evidence at protein level	3.04	0.9829	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	1C(57.0214)		
sp|Q9H4Z3|CAPAM_HUMAN	Q9H4Z3	CAPAM_HUMAN	PCIF1	704	false	false	Homo sapiens	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	1:Experimental evidence at protein level	2.56	0.9829	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q5XPI4|RN123_HUMAN	Q5XPI4	RN123_HUMAN	RNF123	1314	false	false	Homo sapiens	E3 ubiquitin-protein ligase RNF123	1:Experimental evidence at protein level	1.14	0.9828	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96S82|UBL7_HUMAN	Q96S82	UBL7_HUMAN	UBL7	380	false	false	Homo sapiens	Ubiquitin-like protein 7	1:Experimental evidence at protein level	4.74	0.9828	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	16C(57.0214)		
sp|Q9H009|NACA2_HUMAN	Q9H009	NACA2_HUMAN	NACA2	215	false	false	Homo sapiens	Nascent polypeptide-associated complex subunit alpha-2	1:Experimental evidence at protein level	29.77	0.9828	0.9989	0.00000000000000	2	2	2	5	5	5	     0	     0	     0	N-term(42.0106)		
sp|Q9NZW5|PALS2_HUMAN	Q9NZW5	PALS2_HUMAN	PALS2	540	false	false	Homo sapiens	Protein PALS2	1:Experimental evidence at protein level	2.22	0.9828	0.9989	0.00000000000000	1	1	1	2	2	2	     0	     0	     0	2C(57.0214)		
sp|P51511|MMP15_HUMAN	P51511	MMP15_HUMAN	MMP15	669	false	false	Homo sapiens	Matrix metalloproteinase-15	1:Experimental evidence at protein level	2.24	0.9827	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q5VSY0|GKAP1_HUMAN	Q5VSY0	GKAP1_HUMAN	GKAP1	366	false	false	Homo sapiens	G kinase-anchoring protein 1	1:Experimental evidence at protein level	3.01	0.9827	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q8IW45|NNRD_HUMAN	Q8IW45	NNRD_HUMAN	NAXD	347	false	false	Homo sapiens	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	1:Experimental evidence at protein level	6.63	0.9827	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	7C(57.0214)		
sp|Q96DM3|RMC1_HUMAN	Q96DM3	RMC1_HUMAN	RMC1	657	false	false	Homo sapiens	Regulator of MON1-CCZ1 complex	1:Experimental evidence at protein level	2.74	0.9827	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q9NVH0|EXD2_HUMAN	Q9NVH0	EXD2_HUMAN	EXD2	621	false	false	Homo sapiens	Exonuclease 3'-5' domain-containing protein 2	1:Experimental evidence at protein level	2.42	0.9827	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|O95721|SNP29_HUMAN	O95721	SNP29_HUMAN	SNAP29	258	false	false	Homo sapiens	Synaptosomal-associated protein 29	1:Experimental evidence at protein level	4.26	0.9826	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P49917|DNLI4_HUMAN	P49917	DNLI4_HUMAN	LIG4	911	false	false	Homo sapiens	DNA ligase 4	1:Experimental evidence at protein level	1.65	0.9826	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P27216|ANX13_HUMAN	P27216	ANX13_HUMAN	ANXA13	316	false	false	Homo sapiens	Annexin A13	1:Experimental evidence at protein level	5.70	0.9825	0.9989	0.00000000000000	2	1	1	8	3	3	     0	     0	     0			
sp|Q8NCN4|RN169_HUMAN	Q8NCN4	RN169_HUMAN	RNF169	708	false	false	Homo sapiens	E3 ubiquitin-protein ligase RNF169	1:Experimental evidence at protein level	3.11	0.9825	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96BP2|CHCH1_HUMAN	Q96BP2	CHCH1_HUMAN	CHCHD1	118	false	false	Homo sapiens	Small ribosomal subunit protein mS37	1:Experimental evidence at protein level	9.32	0.9825	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	8C(57.0214)		
sp|P52630|STAT2_HUMAN	P52630	STAT2_HUMAN	STAT2	851	false	false	Homo sapiens	Signal transducer and activator of transcription 2	1:Experimental evidence at protein level	1.29	0.9824	0.9989	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|Q92993|KAT5_HUMAN	Q92993	KAT5_HUMAN	KAT5	513	false	false	Homo sapiens	Histone acetyltransferase KAT5	1:Experimental evidence at protein level	3.31	0.9824	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|P49759|CLK1_HUMAN	P49759	CLK1_HUMAN	CLK1	484	false	false	Homo sapiens	Dual specificity protein kinase CLK1	1:Experimental evidence at protein level	2.89	0.9823	0.9989	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			sp|Q9HAZ1|CLK4_HUMAN
sp|Q96PM5|ZN363_HUMAN	Q96PM5	ZN363_HUMAN	RCHY1	261	false	false	Homo sapiens	RING finger and CHY zinc finger domain-containing protein 1	1:Experimental evidence at protein level	4.98	0.9823	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	2C(57.0214)		
sp|Q96RN5|MED15_HUMAN	Q96RN5	MED15_HUMAN	MED15	788	false	false	Homo sapiens	Mediator of RNA polymerase II transcription subunit 15	1:Experimental evidence at protein level	1.40	0.9823	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BT17|MTG1_HUMAN	Q9BT17	MTG1_HUMAN	MTG1	334	false	false	Homo sapiens	Mitochondrial ribosome-associated GTPase 1	1:Experimental evidence at protein level	3.59	0.9823	0.9989	0.00000000000000	1	1	1	2	2	2	     0	     0	     0	4C(57.0214)		
sp|O94855|SC24D_HUMAN	O94855	SC24D_HUMAN	SEC24D	1032	false	false	Homo sapiens	Protein transport protein Sec24D	1:Experimental evidence at protein level	3.49	0.9822	0.9989	0.00000000000000	2	2	2	2	2	2	     0	     0	     0	15C(57.0214)		
sp|P32754|HPPD_HUMAN	P32754	HPPD_HUMAN	HPD	393	false	false	Homo sapiens	4-hydroxyphenylpyruvate dioxygenase	1:Experimental evidence at protein level	4.33	0.9822	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q5TGZ0|MIC10_HUMAN	Q5TGZ0	MIC10_HUMAN	MICOS10	78	false	false	Homo sapiens	MICOS complex subunit MIC10	1:Experimental evidence at protein level	10.26	0.9822	0.9989	0.00000000000000	1	1	1	3	3	3	     0	     0	     0	1C(57.0214)		
sp|Q6NSJ5|LRC8E_HUMAN	Q6NSJ5	LRC8E_HUMAN	LRRC8E	796	false	false	Homo sapiens	Volume-regulated anion channel subunit LRRC8E	1:Experimental evidence at protein level	1.88	0.9822	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	11C(57.0214)		
